reading_id,session_id,food_id,food_type,timestamp,days_since_start,storage,mq135_baseline,mq3_baseline,mq135_mean,mq135_std,mq3_mean,mq3_std,fsr_median,temp_c,rh_pct,label,data_source,notes
0,2026-06-01_AM,APPLE_01,apple,2026-06-01T06:00:00,0.0,room,62,21,79,4.3,24,5.3,501,29.2,60.5,fresh,synthetic_v0,simulated; ranges are estimates
314,2026-06-15_AM,APPLE_09,apple,2026-06-15T06:00:00,14.0,room,65,26,419,5.7,179,4.0,116,29.1,49.1,rotten,synthetic_v0,simulated; ranges are estimates
315,2026-06-15_PM,APPLE_09,apple,2026-06-15T18:00:00,14.5,room,69,30,356,8.2,97,4.7,174,28.2,59.2,rotten,synthetic_v0,simulated; ranges are estimates
316,2026-06-16_AM,APPLE_09,apple,2026-06-16T06:00:00,15.0,room,68,29,404,5.0,153,4.3,110,27.4,63.9,rotten,synthetic_v0,simulated; ranges are estimates
317,2026-06-16_PM,APPLE_09,apple,2026-06-16T18:00:00,15.5,room,73,32,393,5.8,116,3.3,109,26.3,56.5,rotten,synthetic_v0,simulated; ranges are estimates
318,2026-06-17_AM,APPLE_09,apple,2026-06-17T06:00:00,16.0,room,68,27,283,10.9,222,4.3,166,27.6,60.0,rotten,synthetic_v0,simulated; ranges are estimates
319,2026-06-17_PM,APPLE_09,apple,2026-06-17T18:00:00,16.5,room,71,30,251,2.9,213,5.2,167,29.9,53.1,rotten,synthetic_v0,simulated; ranges are estimates
320,2026-06-01_AM,APPLE_10,apple,2026-06-01T06:00:00,0.0,room,68,22,84,7.5,24,2.3,444,26.6,61.2,fresh,synthetic_v0,simulated; ranges are estimates
321,2026-06-01_PM,APPLE_10,apple,2026-06-01T18:00:00,0.5,room,74,29,97,3.7,32,6.0,539,27.0,76.1,fresh,synthetic_v0,simulated; ranges are estimates
322,2026-06-02_AM,APPLE_10,apple,2026-06-02T06:00:00,1.0,room,74,23,86,5.9,27,4.1,507,29.1,61.1,fresh,synthetic_v0,simulated; ranges are estimates
323,2026-06-02_PM,APPLE_10,apple,2026-06-02T18:00:00,1.5,room,66,23,92,6.6,33,5.1,496,27.0,58.8,fresh,synthetic_v0,simulated; ranges are estimates
324,2026-06-03_AM,APPLE_10,apple,2026-06-03T06:00:00,2.0,room,70,23,87,7.1,26,4.4,492,28.8,59.7,fresh,synthetic_v0,simulated; ranges are estimates
325,2026-06-03_PM,APPLE_10,apple,2026-06-03T18:00:00,2.5,room,75,24,97,4.8,29,3.2,466,26.3,70.1,fresh,synthetic_v0,simulated; ranges are estimates
326,2026-06-04_AM,APPLE_10,apple,2026-06-04T06:00:00,3.0,room,79,29,106,5.5,31,4.4,589,27.4,63.0,fresh,synthetic_v0,simulated; ranges are estimates
327,2026-06-04_PM,APPLE_10,apple,2026-06-04T18:00:00,3.5,room,78,27,99,6.8,35,3.8,426,27.1,53.8,fresh,synthetic_v0,simulated; ranges are estimates
328,2026-06-05_AM,APPLE_10,apple,2026-06-05T06:00:00,4.0,room,86,27,93,7.1,29,4.8,461,29.0,54.8,fresh,synthetic_v0,simulated; ranges are estimates
329,2026-06-05_PM,APPLE_10,apple,2026-06-05T18:00:00,4.5,room,77,25,89,7.4,28,5.5,507,28.1,66.2,fresh,synthetic_v0,simulated; ranges are estimates
330,2026-06-06_AM,APPLE_10,apple,2026-06-06T06:00:00,5.0,room,70,31,86,4.0,35,1.8,479,26.9,64.5,fresh,synthetic_v0,simulated; ranges are estimates
331,2026-06-06_PM,APPLE_10,apple,2026-06-06T18:00:00,5.5,room,79,24,92,3.2,28,2.8,407,28.1,50.6,fresh,synthetic_v0,simulated; ranges are estimates
332,2026-06-07_AM,APPLE_10,apple,2026-06-07T06:00:00,6.0,room,77,32,84,5.2,35,3.1,506,29.7,57.6,fresh,synthetic_v0,simulated; ranges are estimates
333,2026-06-07_PM,APPLE_10,apple,2026-06-07T18:00:00,6.5,room,82,30,102,4.9,36,4.1,506,27.9,65.6,fresh,synthetic_v0,simulated; ranges are estimates
334,2026-06-08_AM,APPLE_10,apple,2026-06-08T06:00:00,7.0,room,74,32,92,10.5,33,5.5,513,30.1,60.7,fresh,synthetic_v0,simulated; ranges are estimates
335,2026-06-08_PM,APPLE_10,apple,2026-06-08T18:00:00,7.5,room,71,24,86,7.2,28,1.8,461,27.3,72.1,fresh,synthetic_v0,simulated; ranges are estimates
336,2026-06-09_AM,APPLE_10,apple,2026-06-09T06:00:00,8.0,room,74,32,113,7.5,47,5.4,405,26.3,68.9,ripe,synthetic_v0,simulated; ranges are estimates
337,2026-06-09_PM,APPLE_10,apple,2026-06-09T18:00:00,8.5,room,75,30,129,3.3,47,5.3,333,28.3,69.2,ripe,synthetic_v0,simulated; ranges are estimates
338,2026-06-10_AM,APPLE_10,apple,2026-06-10T06:00:00,9.0,room,78,26,134,4.7,36,6.5,377,26.7,57.3,ripe,synthetic_v0,simulated; ranges are estimates
339,2026-06-10_PM,APPLE_10,apple,2026-06-10T18:00:00,9.5,room,78,27,146,2.0,39,3.9,379,27.5,53.5,ripe,synthetic_v0,simulated; ranges are estimates
340,2026-06-11_AM,APPLE_10,apple,2026-06-11T06:00:00,10.0,room,82,29,124,3.7,39,5.4,293,24.8,53.9,ripe,synthetic_v0,simulated; ranges are estimates
341,2026-06-11_PM,APPLE_10,apple,2026-06-11T18:00:00,10.5,room,76,35,118,8.0,57,2.0,337,29.6,56.8,ripe,synthetic_v0,simulated; ranges are estimates
342,2026-06-12_AM,APPLE_10,apple,2026-06-12T06:00:00,11.0,room,72,29,121,4.8,39,4.9,385,28.7,59.5,ripe,synthetic_v0,simulated; ranges are estimates
343,2026-06-12_PM,APPLE_10,apple,2026-06-12T18:00:00,11.5,room,75,30,148,12.2,51,4.8,400,28.7,65.6,ripe,synthetic_v0,simulated; ranges are estimates
344,2026-06-13_AM,APPLE_10,apple,2026-06-13T06:00:00,12.0,room,71,29,159,6.3,85,5.6,241,29.3,58.7,overripe,synthetic_v0,simulated; ranges are estimates
345,2026-06-13_PM,APPLE_10,apple,2026-06-13T18:00:00,12.5,room,73,33,136,7.6,76,5.4,255,28.4,64.7,overripe,synthetic_v0,simulated; ranges are estimates
346,2026-06-14_AM,APPLE_10,apple,2026-06-14T06:00:00,13.0,room,74,28,168,2.2,73,3.4,247,28.1,57.7,overripe,synthetic_v0,simulated; ranges are estimates
347,2026-06-14_PM,APPLE_10,apple,2026-06-14T18:00:00,13.5,room,73,31,134,9.4,72,5.2,280,25.8,58.1,overripe,synthetic_v0,simulated; ranges are estimates
348,2026-06-15_AM,APPLE_10,apple,2026-06-15T06:00:00,14.0,room,74,30,187,6.8,59,5.2,251,26.8,57.2,overripe,synthetic_v0,simulated; ranges are estimates
349,2026-06-15_PM,APPLE_10,apple,2026-06-15T18:00:00,14.5,room,62,28,139,2.0,78,4.3,246,26.6,63.9,overripe,synthetic_v0,simulated; ranges are estimates
350,2026-06-16_AM,APPLE_10,apple,2026-06-16T06:00:00,15.0,room,66,29,266,5.5,164,1.7,129,25.8,55.3,rotten,synthetic_v0,simulated; ranges are estimates
351,2026-06-16_PM,APPLE_10,apple,2026-06-16T18:00:00,15.5,room,71,27,275,6.5,103,4.5,113,30.8,54.6,rotten,synthetic_v0,simulated; ranges are estimates
352,2026-06-17_AM,APPLE_10,apple,2026-06-17T06:00:00,16.0,room,69,30,287,5.0,125,2.4,60,25.4,53.6,rotten,synthetic_v0,simulated; ranges are estimates
353,2026-06-17_PM,APPLE_10,apple,2026-06-17T18:00:00,16.5,room,65,31,226,5.0,141,4.6,47,29.2,54.3,rotten,synthetic_v0,simulated; ranges are estimates
354,2026-06-01_AM,TOMATO_01,tomato,2026-06-01T06:00:00,0.0,room,77,26,99,6.3,27,3.5,288,26.3,60.5,fresh,synthetic_v0,simulated; ranges are estimates
355,2026-06-01_PM,TOMATO_01,tomato,2026-06-01T18:00:00,0.5,room,70,28,107,8.1,35,2.5,360,32.2,63.0,fresh,synthetic_v0,simulated; ranges are estimates
356,2026-06-02_AM,TOMATO_01,tomato,2026-06-02T06:00:00,1.0,room,73,27,113,8.8,34,3.5,304,28.2,49.8,fresh,synthetic_v0,simulated; ranges are estimates
357,2026-06-02_PM,TOMATO_01,tomato,2026-06-02T18:00:00,1.5,room,74,24,97,6.1,36,4.1,441,27.4,68.8,fresh,synthetic_v0,simulated; ranges are estimates
358,2026-06-03_AM,TOMATO_01,tomato,2026-06-03T06:00:00,2.0,room,72,25,103,2.8,28,5.1,363,30.9,65.8,fresh,synthetic_v0,simulated; ranges are estimates
359,2026-06-03_PM,TOMATO_01,tomato,2026-06-03T18:00:00,2.5,room,79,24,96,6.2,31,1.9,394,26.0,49.0,fresh,synthetic_v0,simulated; ranges are estimates
360,2026-06-04_AM,TOMATO_01,tomato,2026-06-04T06:00:00,3.0,room,76,33,111,7.9,34,1.7,419,27.5,68.8,fresh,synthetic_v0,simulated; ranges are estimates
361,2026-06-04_PM,TOMATO_01,tomato,2026-06-04T18:00:00,3.5,room,77,23,84,6.0,31,3.3,408,29.3,67.8,fresh,synthetic_v0,simulated; ranges are estimates
362,2026-06-05_AM,TOMATO_01,tomato,2026-06-05T06:00:00,4.0,room,81,30,113,6.2,36,3.6,375,26.2,52.4,fresh,synthetic_v0,simulated; ranges are estimates
363,2026-06-05_PM,TOMATO_01,tomato,2026-06-05T18:00:00,4.5,room,75,28,101,5.5,40,4.9,406,27.6,70.6,fresh,synthetic_v0,simulated; ranges are estimates
364,2026-06-06_AM,TOMATO_01,tomato,2026-06-06T06:00:00,5.0,room,79,25,144,6.9,53,4.8,265,26.4,64.1,ripe,synthetic_v0,simulated; ranges are estimates
365,2026-06-06_PM,TOMATO_01,tomato,2026-06-06T18:00:00,5.5,room,71,26,143,5.9,45,4.0,287,29.0,54.2,ripe,synthetic_v0,simulated; ranges are estimates
366,2026-06-07_AM,TOMATO_01,tomato,2026-06-07T06:00:00,6.0,room,78,28,113,6.8,39,2.0,325,25.7,59.1,ripe,synthetic_v0,simulated; ranges are estimates
367,2026-06-07_PM,TOMATO_01,tomato,2026-06-07T18:00:00,6.5,room,84,28,156,7.9,53,3.5,226,29.3,53.5,ripe,synthetic_v0,simulated; ranges are estimates
368,2026-06-08_AM,TOMATO_01,tomato,2026-06-08T06:00:00,7.0,room,79,30,138,4.7,50,6.4,262,29.6,53.9,ripe,synthetic_v0,simulated; ranges are estimates
369,2026-06-08_PM,TOMATO_01,tomato,2026-06-08T18:00:00,7.5,room,80,27,161,5.5,34,3.7,303,28.6,64.6,ripe,synthetic_v0,simulated; ranges are estimates
370,2026-06-09_AM,TOMATO_01,tomato,2026-06-09T06:00:00,8.0,room,75,32,219,8.8,68,6.5,164,29.1,50.5,overripe,synthetic_v0,simulated; ranges are estimates
371,2026-06-09_PM,TOMATO_01,tomato,2026-06-09T18:00:00,8.5,room,80,32,251,4.8,112,1.5,167,28.5,61.5,overripe,synthetic_v0,simulated; ranges are estimates
372,2026-06-10_AM,TOMATO_01,tomato,2026-06-10T06:00:00,9.0,room,80,26,243,5.9,144,4.5,172,31.0,51.8,overripe,synthetic_v0,simulated; ranges are estimates
373,2026-06-10_PM,TOMATO_01,tomato,2026-06-10T18:00:00,9.5,room,79,27,220,6.9,131,3.4,231,31.7,56.6,overripe,synthetic_v0,simulated; ranges are estimates
374,2026-06-11_AM,TOMATO_01,tomato,2026-06-11T06:00:00,10.0,room,75,25,532,3.2,270,6.2,167,28.1,66.4,rotten,synthetic_v0,simulated; ranges are estimates
375,2026-06-11_PM,TOMATO_01,tomato,2026-06-11T18:00:00,10.5,room,71,34,386,4.8,262,3.3,59,25.2,66.9,rotten,synthetic_v0,simulated; ranges are estimates
376,2026-06-12_AM,TOMATO_01,tomato,2026-06-12T06:00:00,11.0,room,81,28,432,4.7,190,2.7,96,29.6,59.5,rotten,synthetic_v0,simulated; ranges are estimates
377,2026-06-12_PM,TOMATO_01,tomato,2026-06-12T18:00:00,11.5,room,85,30,526,8.4,255,3.0,110,27.8,58.6,rotten,synthetic_v0,simulated; ranges are estimates
378,2026-06-13_AM,TOMATO_01,tomato,2026-06-13T06:00:00,12.0,room,70,29,521,2.9,225,6.5,39,27.9,54.8,rotten,synthetic_v0,simulated; ranges are estimates
379,2026-06-13_PM,TOMATO_01,tomato,2026-06-13T18:00:00,12.5,room,74,26,354,8.9,303,4.4,87,29.3,65.8,rotten,synthetic_v0,simulated; ranges are estimates
380,2026-06-01_AM,TOMATO_02,tomato,2026-06-01T06:00:00,0.0,room,66,25,88,6.6,30,3.7,425,25.6,60.1,fresh,synthetic_v0,simulated; ranges are estimates
381,2026-06-01_PM,TOMATO_02,tomato,2026-06-01T18:00:00,0.5,room,66,20,94,2.1,28,2.0,471,31.0,51.6,fresh,synthetic_v0,simulated; ranges are estimates
382,2026-06-02_AM,TOMATO_02,tomato,2026-06-02T06:00:00,1.0,room,74,24,96,6.3,27,3.3,471,26.4,62.1,fresh,synthetic_v0,simulated; ranges are estimates
383,2026-06-02_PM,TOMATO_02,tomato,2026-06-02T18:00:00,1.5,room,67,27,105,2.1,38,2.0,441,29.9,53.7,fresh,synthetic_v0,simulated; ranges are estimates
384,2026-06-03_AM,TOMATO_02,tomato,2026-06-03T06:00:00,2.0,room,70,26,83,4.2,28,2.9,443,26.8,64.2,fresh,synthetic_v0,simulated; ranges are estimates
385,2026-06-03_PM,TOMATO_02,tomato,2026-06-03T18:00:00,2.5,room,72,26,96,7.3,33,3.8,467,28.1,53.7,fresh,synthetic_v0,simulated; ranges are estimates
386,2026-06-04_AM,TOMATO_02,tomato,2026-06-04T06:00:00,3.0,room,71,29,96,6.1,35,5.0,458,29.4,67.3,fresh,synthetic_v0,simulated; ranges are estimates
387,2026-06-04_PM,TOMATO_02,tomato,2026-06-04T18:00:00,3.5,room,74,31,104,4.5,39,5.1,456,32.3,57.0,fresh,synthetic_v0,simulated; ranges are estimates
388,2026-06-05_AM,TOMATO_02,tomato,2026-06-05T06:00:00,4.0,room,76,26,93,5.1,34,1.6,414,26.9,46.3,fresh,synthetic_v0,simulated; ranges are estimates
389,2026-06-05_PM,TOMATO_02,tomato,2026-06-05T18:00:00,4.5,room,78,36,88,8.6,45,3.6,411,27.1,58.6,fresh,synthetic_v0,simulated; ranges are estimates
390,2026-06-06_AM,TOMATO_02,tomato,2026-06-06T06:00:00,5.0,room,80,28,131,6.8,42,1.5,278,27.3,66.1,ripe,synthetic_v0,simulated; ranges are estimates
391,2026-06-06_PM,TOMATO_02,tomato,2026-06-06T18:00:00,5.5,room,78,30,159,7.9,55,5.1,350,27.3,49.2,ripe,synthetic_v0,simulated; ranges are estimates
392,2026-06-07_AM,TOMATO_02,tomato,2026-06-07T06:00:00,6.0,room,79,30,156,6.9,41,3.9,294,25.2,63.0,ripe,synthetic_v0,simulated; ranges are estimates
393,2026-06-07_PM,TOMATO_02,tomato,2026-06-07T18:00:00,6.5,room,70,26,163,6.1,39,6.7,317,27.3,56.2,ripe,synthetic_v0,simulated; ranges are estimates
394,2026-06-08_AM,TOMATO_02,tomato,2026-06-08T06:00:00,7.0,room,84,28,155,2.7,35,2.4,324,29.3,59.6,ripe,synthetic_v0,simulated; ranges are estimates
395,2026-06-08_PM,TOMATO_02,tomato,2026-06-08T18:00:00,7.5,room,77,27,143,4.3,52,4.2,222,27.9,63.2,ripe,synthetic_v0,simulated; ranges are estimates
396,2026-06-09_AM,TOMATO_02,tomato,2026-06-09T06:00:00,8.0,room,79,29,196,4.5,87,3.9,255,28.3,72.5,overripe,synthetic_v0,simulated; ranges are estimates
397,2026-06-09_PM,TOMATO_02,tomato,2026-06-09T18:00:00,8.5,room,77,32,213,5.5,96,5.3,193,28.3,61.9,overripe,synthetic_v0,simulated; ranges are estimates
398,2026-06-10_AM,TOMATO_02,tomato,2026-06-10T06:00:00,9.0,room,73,27,582,8.9,187,4.4,71,28.9,58.9,rotten,synthetic_v0,simulated; ranges are estimates
399,2026-06-10_PM,TOMATO_02,tomato,2026-06-10T18:00:00,9.5,room,77,29,371,6.2,222,1.5,180,27.9,81.9,rotten,synthetic_v0,simulated; ranges are estimates
400,2026-06-01_AM,TOMATO_03,tomato,2026-06-01T06:00:00,0.0,room,65,24,87,6.0,24,3.4,348,28.6,50.3,fresh,synthetic_v0,simulated; ranges are estimates
401,2026-06-01_PM,TOMATO_03,tomato,2026-06-01T18:00:00,0.5,room,73,21,84,9.3,28,4.5,412,28.8,60.1,fresh,synthetic_v0,simulated; ranges are estimates
402,2026-06-02_AM,TOMATO_03,tomato,2026-06-02T06:00:00,1.0,room,67,24,79,3.8,26,4.5,412,26.0,62.4,fresh,synthetic_v0,simulated; ranges are estimates
403,2026-06-02_PM,TOMATO_03,tomato,2026-06-02T18:00:00,1.5,room,70,30,106,4.0,36,3.4,397,27.6,54.2,fresh,synthetic_v0,simulated; ranges are estimates
404,2026-06-03_AM,TOMATO_03,tomato,2026-06-03T06:00:00,2.0,room,68,22,70,2.8,24,1.9,421,30.7,54.9,fresh,synthetic_v0,simulated; ranges are estimates
405,2026-06-03_PM,TOMATO_03,tomato,2026-06-03T18:00:00,2.5,room,74,28,87,10.9,36,1.6,328,26.4,51.7,fresh,synthetic_v0,simulated; ranges are estimates
406,2026-06-04_AM,TOMATO_03,tomato,2026-06-04T06:00:00,3.0,room,69,31,112,2.0,35,3.6,341,27.5,54.8,fresh,synthetic_v0,simulated; ranges are estimates
407,2026-06-04_PM,TOMATO_03,tomato,2026-06-04T18:00:00,3.5,room,75,28,98,6.0,34,5.3,423,29.2,48.6,fresh,synthetic_v0,simulated; ranges are estimates
408,2026-06-05_AM,TOMATO_03,tomato,2026-06-05T06:00:00,4.0,room,70,25,83,8.2,32,4.6,410,28.3,69.6,fresh,synthetic_v0,simulated; ranges are estimates
409,2026-06-05_PM,TOMATO_03,tomato,2026-06-05T18:00:00,4.5,room,78,28,105,7.4,36,5.9,360,27.9,70.5,fresh,synthetic_v0,simulated; ranges are estimates
410,2026-06-06_AM,TOMATO_03,tomato,2026-06-06T06:00:00,5.0,room,69,28,129,5.9,40,3.4,382,28.0,44.0,ripe,synthetic_v0,simulated; ranges are estimates
411,2026-06-06_PM,TOMATO_03,tomato,2026-06-06T18:00:00,5.5,room,74,31,123,7.0,59,3.3,343,27.6,53.6,ripe,synthetic_v0,simulated; ranges are estimates
412,2026-06-07_AM,TOMATO_03,tomato,2026-06-07T06:00:00,6.0,room,73,26,124,6.4,35,4.4,237,30.6,54.7,ripe,synthetic_v0,simulated; ranges are estimates
413,2026-06-07_PM,TOMATO_03,tomato,2026-06-07T18:00:00,6.5,room,79,30,154,5.5,54,3.5,306,25.9,53.6,ripe,synthetic_v0,simulated; ranges are estimates
414,2026-06-08_AM,TOMATO_03,tomato,2026-06-08T06:00:00,7.0,room,75,26,228,6.6,121,2.4,150,27.5,54.5,overripe,synthetic_v0,simulated; ranges are estimates
415,2026-06-08_PM,TOMATO_03,tomato,2026-06-08T18:00:00,7.5,room,80,27,214,6.5,82,5.3,138,28.4,77.9,overripe,synthetic_v0,simulated; ranges are estimates
416,2026-06-09_AM,TOMATO_03,tomato,2026-06-09T06:00:00,8.0,room,84,29,211,8.3,106,4.5,153,28.4,65.5,overripe,synthetic_v0,simulated; ranges are estimates
417,2026-06-09_PM,TOMATO_03,tomato,2026-06-09T18:00:00,8.5,room,85,30,276,6.0,123,4.3,172,28.5,49.1,overripe,synthetic_v0,simulated; ranges are estimates
418,2026-06-10_AM,TOMATO_03,tomato,2026-06-10T06:00:00,9.0,room,72,27,285,5.7,161,4.3,115,26.2,56.3,rotten,synthetic_v0,simulated; ranges are estimates
419,2026-06-10_PM,TOMATO_03,tomato,2026-06-10T18:00:00,9.5,room,80,32,408,4.6,356,3.7,91,28.1,58.8,rotten,synthetic_v0,simulated; ranges are estimates
420,2026-06-01_AM,TOMATO_04,tomato,2026-06-01T06:00:00,0.0,room,69,23,88,5.8,27,4.6,402,27.2,64.6,fresh,synthetic_v0,simulated; ranges are estimates
421,2026-06-01_PM,TOMATO_04,tomato,2026-06-01T18:00:00,0.5,room,72,28,100,8.1,35,3.0,377,27.1,61.5,fresh,synthetic_v0,simulated; ranges are estimates
422,2026-06-02_AM,TOMATO_04,tomato,2026-06-02T06:00:00,1.0,room,73,23,93,5.6,27,3.8,283,27.8,71.3,fresh,synthetic_v0,simulated; ranges are estimates
423,2026-06-02_PM,TOMATO_04,tomato,2026-06-02T18:00:00,1.5,room,67,23,83,8.2,27,5.3,348,28.1,57.0,fresh,synthetic_v0,simulated; ranges are estimates
424,2026-06-03_AM,TOMATO_04,tomato,2026-06-03T06:00:00,2.0,room,77,26,91,7.5,27,7.4,351,28.1,53.9,fresh,synthetic_v0,simulated; ranges are estimates
425,2026-06-03_PM,TOMATO_04,tomato,2026-06-03T18:00:00,2.5,room,68,28,94,5.6,35,4.8,385,28.3,53.8,fresh,synthetic_v0,simulated; ranges are estimates
426,2026-06-04_AM,TOMATO_04,tomato,2026-06-04T06:00:00,3.0,room,82,26,108,8.9,27,4.0,417,28.8,64.5,fresh,synthetic_v0,simulated; ranges are estimates
427,2026-06-04_PM,TOMATO_04,tomato,2026-06-04T18:00:00,3.5,room,72,29,89,4.6,37,2.9,405,27.0,65.9,fresh,synthetic_v0,simulated; ranges are estimates
428,2026-06-05_AM,TOMATO_04,tomato,2026-06-05T06:00:00,4.0,room,72,29,98,5.4,33,3.7,407,26.5,68.1,fresh,synthetic_v0,simulated; ranges are estimates
429,2026-06-05_PM,TOMATO_04,tomato,2026-06-05T18:00:00,4.5,room,73,29,87,6.4,34,2.5,421,28.5,58.8,fresh,synthetic_v0,simulated; ranges are estimates
430,2026-06-06_AM,TOMATO_04,tomato,2026-06-06T06:00:00,5.0,room,91,29,140,6.2,53,7.0,211,27.8,46.1,ripe,synthetic_v0,simulated; ranges are estimates
431,2026-06-06_PM,TOMATO_04,tomato,2026-06-06T18:00:00,5.5,room,75,33,121,6.7,47,6.0,255,29.6,63.6,ripe,synthetic_v0,simulated; ranges are estimates
432,2026-06-07_AM,TOMATO_04,tomato,2026-06-07T06:00:00,6.0,room,72,25,135,6.6,32,2.3,266,26.5,59.2,ripe,synthetic_v0,simulated; ranges are estimates
433,2026-06-07_PM,TOMATO_04,tomato,2026-06-07T18:00:00,6.5,room,79,32,139,5.0,46,4.6,237,28.5,43.2,ripe,synthetic_v0,simulated; ranges are estimates
434,2026-06-08_AM,TOMATO_04,tomato,2026-06-08T06:00:00,7.0,room,75,33,131,5.9,39,4.6,354,28.6,57.1,ripe,synthetic_v0,simulated; ranges are estimates
435,2026-06-08_PM,TOMATO_04,tomato,2026-06-08T18:00:00,7.5,room,75,36,146,8.6,58,2.7,239,28.4,46.9,ripe,synthetic_v0,simulated; ranges are estimates
436,2026-06-09_AM,TOMATO_04,tomato,2026-06-09T06:00:00,8.0,room,70,31,170,10.2,47,6.1,190,27.6,60.1,overripe,synthetic_v0,simulated; ranges are estimates
437,2026-06-09_PM,TOMATO_04,tomato,2026-06-09T18:00:00,8.5,room,82,33,210,5.7,102,3.8,190,30.1,69.7,overripe,synthetic_v0,simulated; ranges are estimates
438,2026-06-10_AM,TOMATO_04,tomato,2026-06-10T06:00:00,9.0,room,80,35,324,12.5,291,2.2,104,27.0,63.4,rotten,synthetic_v0,simulated; ranges are estimates
439,2026-06-10_PM,TOMATO_04,tomato,2026-06-10T18:00:00,9.5,room,79,36,442,4.1,267,6.1,110,29.8,64.8,rotten,synthetic_v0,simulated; ranges are estimates
440,2026-06-11_AM,TOMATO_04,tomato,2026-06-11T06:00:00,10.0,room,78,31,350,4.3,228,2.4,87,26.9,61.8,rotten,synthetic_v0,simulated; ranges are estimates
441,2026-06-11_PM,TOMATO_04,tomato,2026-06-11T18:00:00,10.5,room,77,31,303,5.1,281,4.7,76,25.2,53.7,rotten,synthetic_v0,simulated; ranges are estimates
442,2026-06-12_AM,TOMATO_04,tomato,2026-06-12T06:00:00,11.0,room,80,25,460,6.6,275,5.7,73,27.3,66.9,rotten,synthetic_v0,simulated; ranges are estimates
443,2026-06-12_PM,TOMATO_04,tomato,2026-06-12T18:00:00,11.5,room,74,29,386,3.5,259,2.4,79,28.6,74.8,rotten,synthetic_v0,simulated; ranges are estimates
444,2026-06-01_AM,TOMATO_05,tomato,2026-06-01T06:00:00,0.0,room,68,22,101,5.1,23,3.4,448,30.5,54.3,fresh,synthetic_v0,simulated; ranges are estimates
445,2026-06-01_PM,TOMATO_05,tomato,2026-06-01T18:00:00,0.5,room,67,25,88,8.6,29,4.1,376,28.7,57.9,fresh,synthetic_v0,simulated; ranges are estimates
446,2026-06-02_AM,TOMATO_05,tomato,2026-06-02T06:00:00,1.0,room,69,31,88,4.6,34,3.1,461,28.0,60.0,fresh,synthetic_v0,simulated; ranges are estimates
447,2026-06-02_PM,TOMATO_05,tomato,2026-06-02T18:00:00,1.5,room,73,32,77,6.1,40,4.4,415,28.0,59.6,fresh,synthetic_v0,simulated; ranges are estimates
448,2026-06-03_AM,TOMATO_05,tomato,2026-06-03T06:00:00,2.0,room,76,25,89,6.2,35,1.8,382,28.2,52.5,fresh,synthetic_v0,simulated; ranges are estimates
449,2026-06-03_PM,TOMATO_05,tomato,2026-06-03T18:00:00,2.5,room,71,30,101,3.6,33,6.3,493,29.5,64.6,fresh,synthetic_v0,simulated; ranges are estimates
450,2026-06-04_AM,TOMATO_05,tomato,2026-06-04T06:00:00,3.0,room,71,28,121,2.0,43,5.7,298,27.9,56.1,ripe,synthetic_v0,simulated; ranges are estimates
451,2026-06-04_PM,TOMATO_05,tomato,2026-06-04T18:00:00,3.5,room,72,28,97,5.6,49,2.3,328,28.1,48.3,ripe,synthetic_v0,simulated; ranges are estimates
452,2026-06-05_AM,TOMATO_05,tomato,2026-06-05T06:00:00,4.0,room,72,25,142,9.9,39,4.5,290,28.5,57.0,ripe,synthetic_v0,simulated; ranges are estimates
453,2026-06-05_PM,TOMATO_05,tomato,2026-06-05T18:00:00,4.5,room,73,21,142,7.5,40,1.7,302,27.1,50.9,ripe,synthetic_v0,simulated; ranges are estimates
454,2026-06-06_AM,TOMATO_05,tomato,2026-06-06T06:00:00,5.0,room,84,31,146,5.1,59,2.0,187,30.9,62.5,overripe,synthetic_v0,simulated; ranges are estimates
455,2026-06-06_PM,TOMATO_05,tomato,2026-06-06T18:00:00,5.5,room,79,26,201,2.7,86,6.4,216,28.3,70.2,overripe,synthetic_v0,simulated; ranges are estimates
456,2026-06-07_AM,TOMATO_05,tomato,2026-06-07T06:00:00,6.0,room,73,26,168,5.1,95,2.5,195,26.1,59.6,overripe,synthetic_v0,simulated; ranges are estimates
457,2026-06-07_PM,TOMATO_05,tomato,2026-06-07T18:00:00,6.5,room,76,27,208,6.5,123,3.9,172,25.5,71.4,overripe,synthetic_v0,simulated; ranges are estimates
458,2026-06-08_AM,TOMATO_05,tomato,2026-06-08T06:00:00,7.0,room,77,31,300,8.5,189,4.5,63,28.6,70.9,rotten,synthetic_v0,simulated; ranges are estimates
459,2026-06-08_PM,TOMATO_05,tomato,2026-06-08T18:00:00,7.5,room,83,32,312,6.3,138,1.9,124,27.7,48.0,rotten,synthetic_v0,simulated; ranges are estimates
460,2026-06-09_AM,TOMATO_05,tomato,2026-06-09T06:00:00,8.0,room,78,25,421,7.7,216,3.4,169,29.2,48.8,rotten,synthetic_v0,simulated; ranges are estimates
461,2026-06-09_PM,TOMATO_05,tomato,2026-06-09T18:00:00,8.5,room,74,31,365,3.8,135,4.6,100,28.0,71.2,rotten,synthetic_v0,simulated; ranges are estimates
462,2026-06-01_AM,TOMATO_06,tomato,2026-06-01T06:00:00,0.0,room,72,27,111,4.8,30,4.3,386,28.6,59.6,fresh,synthetic_v0,simulated; ranges are estimates
