reading_id,session_id,food_id,food_type,timestamp,days_since_start,storage,mq135_baseline,mq3_baseline,mq135_mean,mq135_std,mq3_mean,mq3_std,fsr_median,temp_c,rh_pct,label,data_source,notes
0,2026-06-01_AM,APPLE_01,apple,2026-06-01T06:00:00,0.0,room,68,26,95,6.7,37,4.5,417,27.5,55.0,fresh,synthetic_v2,simulated; true spoil=0.24
4636,2026-06-07_AM,BANANA_28,banana,2026-06-07T06:00:00,6.0,room,82,26,181,9.9,76,7.2,274,29.8,65.5,ripe,synthetic_v2,simulated; true spoil=0.53
4637,2026-06-07_PM,BANANA_28,banana,2026-06-07T18:00:00,6.5,room,70,33,178,8.8,82,7.1,292,31.9,53.5,ripe,synthetic_v2,simulated; true spoil=0.53
4638,2026-06-08_AM,BANANA_28,banana,2026-06-08T06:00:00,7.0,room,77,27,186,10.0,87,6.8,289,29.3,70.4,overripe,synthetic_v2,simulated; true spoil=0.57
4639,2026-06-08_PM,BANANA_28,banana,2026-06-08T18:00:00,7.5,room,74,28,190,11.7,85,6.7,284,32.1,63.8,overripe,synthetic_v2,simulated; true spoil=0.57
4640,2026-06-09_AM,BANANA_28,banana,2026-06-09T06:00:00,8.0,room,73,35,188,9.8,96,5.3,253,28.0,70.3,overripe,synthetic_v2,simulated; true spoil=0.61
4641,2026-06-09_PM,BANANA_28,banana,2026-06-09T18:00:00,8.5,room,82,25,209,11.6,88,5.3,244,32.0,71.0,overripe,synthetic_v2,simulated; true spoil=0.61
4642,2026-06-10_AM,BANANA_28,banana,2026-06-10T06:00:00,9.0,room,69,27,203,10.5,91,6.2,235,31.1,67.4,overripe,synthetic_v2,simulated; true spoil=0.64
4643,2026-06-10_PM,BANANA_28,banana,2026-06-10T18:00:00,9.5,room,74,31,206,12.2,100,5.5,257,31.0,68.7,overripe,synthetic_v2,simulated; true spoil=0.64
4644,2026-06-11_AM,BANANA_28,banana,2026-06-11T06:00:00,10.0,room,79,28,219,11.5,105,8.0,228,32.4,63.1,overripe,synthetic_v2,simulated; true spoil=0.67
4645,2026-06-11_PM,BANANA_28,banana,2026-06-11T18:00:00,10.5,room,74,28,220,12.5,102,7.4,242,31.9,73.5,overripe,synthetic_v2,simulated; true spoil=0.67
4646,2026-06-12_AM,BANANA_28,banana,2026-06-12T06:00:00,11.0,room,72,29,215,11.3,106,6.6,223,29.6,66.2,overripe,synthetic_v2,simulated; true spoil=0.70
4647,2026-06-12_PM,BANANA_28,banana,2026-06-12T18:00:00,11.5,room,70,28,227,12.2,101,8.0,253,32.6,80.6,overripe,synthetic_v2,simulated; true spoil=0.70
4648,2026-06-13_AM,BANANA_28,banana,2026-06-13T06:00:00,12.0,room,74,28,222,14.7,106,8.5,207,30.5,73.9,overripe,synthetic_v2,simulated; true spoil=0.73
4649,2026-06-13_PM,BANANA_28,banana,2026-06-13T18:00:00,12.5,room,69,28,224,13.1,108,6.4,205,33.3,81.6,overripe,synthetic_v2,simulated; true spoil=0.73
4650,2026-06-14_AM,BANANA_28,banana,2026-06-14T06:00:00,13.0,room,73,27,227,11.1,107,8.5,208,31.1,70.0,overripe,synthetic_v2,simulated; true spoil=0.75
4651,2026-06-14_PM,BANANA_28,banana,2026-06-14T18:00:00,13.5,room,74,24,231,13.1,112,8.2,199,33.0,67.1,overripe,synthetic_v2,simulated; true spoil=0.75
4652,2026-06-15_AM,BANANA_28,banana,2026-06-15T06:00:00,14.0,room,71,25,238,12.3,113,7.8,200,31.9,72.1,overripe,synthetic_v2,simulated; true spoil=0.77
4653,2026-06-15_PM,BANANA_28,banana,2026-06-15T18:00:00,14.5,room,71,32,234,12.5,113,8.2,209,29.9,75.7,overripe,synthetic_v2,simulated; true spoil=0.77
4654,2026-06-16_AM,BANANA_28,banana,2026-06-16T06:00:00,15.0,room,66,30,229,13.8,114,6.7,209,29.4,58.5,overripe,synthetic_v2,simulated; true spoil=0.79
4655,2026-06-16_PM,BANANA_28,banana,2026-06-16T18:00:00,15.5,room,72,24,237,12.7,118,8.0,202,31.6,81.3,overripe,synthetic_v2,simulated; true spoil=0.79
4656,2026-06-17_AM,BANANA_28,banana,2026-06-17T06:00:00,16.0,room,72,29,231,12.6,119,6.4,174,29.5,60.0,rotten,synthetic_v2,simulated; true spoil=0.81
4657,2026-06-17_PM,BANANA_28,banana,2026-06-17T18:00:00,16.5,room,72,29,242,13.4,124,7.7,177,31.5,71.7,rotten,synthetic_v2,simulated; true spoil=0.81
4658,2026-06-18_AM,BANANA_28,banana,2026-06-18T06:00:00,17.0,room,65,27,231,14.7,123,9.1,181,29.3,67.7,rotten,synthetic_v2,simulated; true spoil=0.83
4659,2026-06-18_PM,BANANA_28,banana,2026-06-18T18:00:00,17.5,room,75,25,254,14.2,117,6.6,202,32.4,63.3,rotten,synthetic_v2,simulated; true spoil=0.83
4660,2026-06-19_AM,BANANA_28,banana,2026-06-19T06:00:00,18.0,room,70,28,240,12.3,126,7.3,175,29.8,66.5,rotten,synthetic_v2,simulated; true spoil=0.84
4661,2026-06-19_PM,BANANA_28,banana,2026-06-19T18:00:00,18.5,room,73,28,249,15.2,133,7.7,181,31.9,75.7,rotten,synthetic_v2,simulated; true spoil=0.84
4662,2026-06-20_AM,BANANA_28,banana,2026-06-20T06:00:00,19.0,room,65,25,241,13.4,117,7.2,173,29.2,61.5,rotten,synthetic_v2,simulated; true spoil=0.86
4663,2026-06-20_PM,BANANA_28,banana,2026-06-20T18:00:00,19.5,room,69,26,240,12.7,126,6.9,186,29.2,78.0,rotten,synthetic_v2,simulated; true spoil=0.86
4664,2026-06-21_AM,BANANA_28,banana,2026-06-21T06:00:00,20.0,room,61,28,233,12.6,125,9.9,175,27.5,62.9,rotten,synthetic_v2,simulated; true spoil=0.87
4665,2026-06-21_PM,BANANA_28,banana,2026-06-21T18:00:00,20.5,room,66,23,250,14.9,121,8.5,145,31.4,80.1,rotten,synthetic_v2,simulated; true spoil=0.87
4666,2026-06-22_AM,BANANA_28,banana,2026-06-22T06:00:00,21.0,room,62,25,239,12.8,124,8.4,168,27.5,75.2,rotten,synthetic_v2,simulated; true spoil=0.88
4667,2026-06-22_PM,BANANA_28,banana,2026-06-22T18:00:00,21.5,room,64,28,248,14.7,125,8.1,159,28.8,76.2,rotten,synthetic_v2,simulated; true spoil=0.88
4668,2026-06-23_AM,BANANA_28,banana,2026-06-23T06:00:00,22.0,room,61,28,246,13.2,131,6.9,162,30.3,69.7,rotten,synthetic_v2,simulated; true spoil=0.89
4669,2026-06-23_PM,BANANA_28,banana,2026-06-23T18:00:00,22.5,room,67,23,252,14.6,123,7.6,129,30.2,75.6,rotten,synthetic_v2,simulated; true spoil=0.89
4670,2026-06-24_AM,BANANA_28,banana,2026-06-24T06:00:00,23.0,room,61,27,245,12.2,127,8.6,149,28.5,65.0,rotten,synthetic_v2,simulated; true spoil=0.90
4671,2026-06-24_PM,BANANA_28,banana,2026-06-24T18:00:00,23.5,room,62,26,247,15.1,123,8.7,165,27.7,66.4,rotten,synthetic_v2,simulated; true spoil=0.90
4672,2026-06-01_AM,BANANA_29,banana,2026-06-01T06:00:00,0.0,room,70,25,92,4.6,30,3.3,417,27.6,64.2,fresh,synthetic_v2,simulated; true spoil=0.14
4673,2026-06-01_PM,BANANA_29,banana,2026-06-01T18:00:00,0.5,room,75,26,95,6.9,26,2.3,428,29.7,52.7,fresh,synthetic_v2,simulated; true spoil=0.14
4674,2026-06-02_AM,BANANA_29,banana,2026-06-02T06:00:00,1.0,room,74,23,95,6.1,31,3.8,387,28.0,53.1,fresh,synthetic_v2,simulated; true spoil=0.23
4675,2026-06-02_PM,BANANA_29,banana,2026-06-02T18:00:00,1.5,room,72,21,94,6.7,32,3.7,383,28.5,54.4,fresh,synthetic_v2,simulated; true spoil=0.23
4676,2026-06-03_AM,BANANA_29,banana,2026-06-03T06:00:00,2.0,room,71,25,110,5.3,40,4.8,353,28.7,63.4,overripe,synthetic_v2,simulated; true spoil=0.30
4677,2026-06-03_PM,BANANA_29,banana,2026-06-03T18:00:00,2.5,room,74,27,114,5.7,43,5.2,364,30.2,55.5,overripe,synthetic_v2,simulated; true spoil=0.30
4678,2026-06-04_AM,BANANA_29,banana,2026-06-04T06:00:00,3.0,room,73,24,133,8.7,41,6.0,316,30.6,58.1,ripe,synthetic_v2,simulated; true spoil=0.37
4679,2026-06-04_PM,BANANA_29,banana,2026-06-04T18:00:00,3.5,room,70,27,129,8.0,52,3.7,353,30.0,58.6,ripe,synthetic_v2,simulated; true spoil=0.37
4680,2026-06-05_AM,BANANA_29,banana,2026-06-05T06:00:00,4.0,room,76,26,144,8.1,50,5.1,330,28.9,67.6,ripe,synthetic_v2,simulated; true spoil=0.44
4681,2026-06-05_PM,BANANA_29,banana,2026-06-05T18:00:00,4.5,room,72,32,149,6.8,64,5.0,324,29.6,63.8,ripe,synthetic_v2,simulated; true spoil=0.44
4682,2026-06-06_AM,BANANA_29,banana,2026-06-06T06:00:00,5.0,room,80,30,162,9.6,66,5.0,320,29.0,58.8,ripe,synthetic_v2,simulated; true spoil=0.49
4683,2026-06-06_PM,BANANA_29,banana,2026-06-06T18:00:00,5.5,room,70,28,158,10.3,60,6.3,296,30.5,72.0,ripe,synthetic_v2,simulated; true spoil=0.49
4684,2026-06-07_AM,BANANA_29,banana,2026-06-07T06:00:00,6.0,room,76,29,166,9.2,73,6.0,282,30.1,63.3,overripe,synthetic_v2,simulated; true spoil=0.54
4685,2026-06-07_PM,BANANA_29,banana,2026-06-07T18:00:00,6.5,room,79,27,175,9.8,78,6.2,277,29.6,65.1,overripe,synthetic_v2,simulated; true spoil=0.54
4686,2026-06-08_AM,BANANA_29,banana,2026-06-08T06:00:00,7.0,room,79,27,181,11.3,85,4.6,278,31.3,57.2,overripe,synthetic_v2,simulated; true spoil=0.59
4687,2026-06-08_PM,BANANA_29,banana,2026-06-08T18:00:00,7.5,room,74,26,185,10.9,78,5.1,274,29.3,52.6,overripe,synthetic_v2,simulated; true spoil=0.59
4688,2026-06-09_AM,BANANA_29,banana,2026-06-09T06:00:00,8.0,room,76,25,201,11.9,87,6.7,258,30.4,65.8,overripe,synthetic_v2,simulated; true spoil=0.63
4689,2026-06-09_PM,BANANA_29,banana,2026-06-09T18:00:00,8.5,room,73,29,194,10.9,91,5.9,251,32.4,65.1,overripe,synthetic_v2,simulated; true spoil=0.63
4690,2026-06-10_AM,BANANA_29,banana,2026-06-10T06:00:00,9.0,room,75,28,192,10.3,95,5.9,241,29.2,72.3,overripe,synthetic_v2,simulated; true spoil=0.66
4691,2026-06-10_PM,BANANA_29,banana,2026-06-10T18:00:00,9.5,room,73,32,205,12.0,92,6.5,231,31.6,63.0,overripe,synthetic_v2,simulated; true spoil=0.66
4692,2026-06-11_AM,BANANA_29,banana,2026-06-11T06:00:00,10.0,room,78,33,211,11.8,107,7.7,225,32.2,64.0,overripe,synthetic_v2,simulated; true spoil=0.70
4693,2026-06-11_PM,BANANA_29,banana,2026-06-11T18:00:00,10.5,room,80,29,218,11.2,104,6.5,232,32.0,66.4,overripe,synthetic_v2,simulated; true spoil=0.70
4694,2026-06-12_AM,BANANA_29,banana,2026-06-12T06:00:00,11.0,room,78,27,217,13.5,103,7.8,216,31.3,66.8,overripe,synthetic_v2,simulated; true spoil=0.73
4695,2026-06-12_PM,BANANA_29,banana,2026-06-12T18:00:00,11.5,room,70,31,223,13.7,108,7.4,212,33.4,72.1,overripe,synthetic_v2,simulated; true spoil=0.73
4696,2026-06-13_AM,BANANA_29,banana,2026-06-13T06:00:00,12.0,room,74,29,223,12.8,104,8.4,225,30.9,72.0,overripe,synthetic_v2,simulated; true spoil=0.75
4697,2026-06-13_PM,BANANA_29,banana,2026-06-13T18:00:00,12.5,room,76,28,223,12.8,104,8.4,187,31.6,67.9,overripe,synthetic_v2,simulated; true spoil=0.75
4698,2026-06-14_AM,BANANA_29,banana,2026-06-14T06:00:00,13.0,room,73,28,219,12.0,104,6.4,189,30.1,69.7,ripe,synthetic_v2,simulated; true spoil=0.78
4699,2026-06-14_PM,BANANA_29,banana,2026-06-14T18:00:00,13.5,room,73,23,229,12.6,108,8.1,209,31.1,72.0,ripe,synthetic_v2,simulated; true spoil=0.78
4700,2026-06-15_AM,BANANA_29,banana,2026-06-15T06:00:00,14.0,room,72,28,223,11.7,108,6.6,204,28.8,69.8,overripe,synthetic_v2,simulated; true spoil=0.80
4701,2026-06-15_PM,BANANA_29,banana,2026-06-15T18:00:00,14.5,room,72,28,237,14.0,109,6.3,200,32.7,69.1,overripe,synthetic_v2,simulated; true spoil=0.80
4702,2026-06-16_AM,BANANA_29,banana,2026-06-16T06:00:00,15.0,room,70,28,230,13.4,115,6.0,164,30.4,72.6,rotten,synthetic_v2,simulated; true spoil=0.82
4703,2026-06-16_PM,BANANA_29,banana,2026-06-16T18:00:00,15.5,room,70,25,236,12.7,115,7.6,188,32.1,74.4,rotten,synthetic_v2,simulated; true spoil=0.82
4704,2026-06-17_AM,BANANA_29,banana,2026-06-17T06:00:00,16.0,room,75,26,239,13.7,110,8.1,185,29.5,72.8,rotten,synthetic_v2,simulated; true spoil=0.84
4705,2026-06-17_PM,BANANA_29,banana,2026-06-17T18:00:00,16.5,room,70,30,237,12.4,117,7.9,184,30.2,71.2,rotten,synthetic_v2,simulated; true spoil=0.84
4706,2026-06-18_AM,BANANA_29,banana,2026-06-18T06:00:00,17.0,room,71,29,243,12.8,128,6.7,180,31.8,61.8,rotten,synthetic_v2,simulated; true spoil=0.85
4707,2026-06-18_PM,BANANA_29,banana,2026-06-18T18:00:00,17.5,room,72,27,240,13.1,116,5.6,184,30.2,69.6,rotten,synthetic_v2,simulated; true spoil=0.85
4708,2026-06-19_AM,BANANA_29,banana,2026-06-19T06:00:00,18.0,room,70,28,247,14.7,119,8.4,184,29.4,70.4,rotten,synthetic_v2,simulated; true spoil=0.87
4709,2026-06-19_PM,BANANA_29,banana,2026-06-19T18:00:00,18.5,room,72,29,235,12.9,124,7.4,171,30.9,75.1,rotten,synthetic_v2,simulated; true spoil=0.87
4710,2026-06-20_AM,BANANA_29,banana,2026-06-20T06:00:00,19.0,room,64,25,230,15.0,119,7.8,141,28.6,75.2,rotten,synthetic_v2,simulated; true spoil=0.88
4711,2026-06-20_PM,BANANA_29,banana,2026-06-20T18:00:00,19.5,room,64,26,245,13.4,120,7.3,176,29.7,68.9,rotten,synthetic_v2,simulated; true spoil=0.88
4712,2026-06-21_AM,BANANA_29,banana,2026-06-21T06:00:00,20.0,room,65,27,243,13.9,122,6.8,152,30.7,67.0,rotten,synthetic_v2,simulated; true spoil=0.89
4713,2026-06-21_PM,BANANA_29,banana,2026-06-21T18:00:00,20.5,room,61,27,230,15.3,125,9.6,144,29.3,69.9,rotten,synthetic_v2,simulated; true spoil=0.89
4714,2026-06-22_AM,BANANA_29,banana,2026-06-22T06:00:00,21.0,room,73,27,251,14.2,119,7.7,146,29.8,66.0,rotten,synthetic_v2,simulated; true spoil=0.90
4715,2026-06-22_PM,BANANA_29,banana,2026-06-22T18:00:00,21.5,room,64,24,234,12.6,130,8.3,156,30.0,70.2,rotten,synthetic_v2,simulated; true spoil=0.90
4716,2026-06-01_AM,BANANA_30,banana,2026-06-01T06:00:00,0.0,room,67,28,68,5.6,28,3.1,586,30.0,66.5,fresh,synthetic_v2,simulated; true spoil=0.02
4717,2026-06-01_PM,BANANA_30,banana,2026-06-01T18:00:00,0.5,room,65,27,66,5.2,28,2.5,571,28.7,59.2,fresh,synthetic_v2,simulated; true spoil=0.02
4718,2026-06-02_AM,BANANA_30,banana,2026-06-02T06:00:00,1.0,room,75,27,82,5.7,31,3.9,547,27.5,60.7,fresh,synthetic_v2,simulated; true spoil=0.11
4719,2026-06-02_PM,BANANA_30,banana,2026-06-02T18:00:00,1.5,room,74,26,79,3.5,28,4.5,550,31.9,63.8,fresh,synthetic_v2,simulated; true spoil=0.11
4720,2026-06-03_AM,BANANA_30,banana,2026-06-03T06:00:00,2.0,room,71,24,89,4.2,29,4.7,511,27.5,65.3,fresh,synthetic_v2,simulated; true spoil=0.19
4721,2026-06-03_PM,BANANA_30,banana,2026-06-03T18:00:00,2.5,room,67,27,86,5.9,33,5.8,510,31.0,59.1,fresh,synthetic_v2,simulated; true spoil=0.19
4722,2026-06-04_AM,BANANA_30,banana,2026-06-04T06:00:00,3.0,room,72,27,106,7.0,35,4.0,473,29.6,60.1,fresh,synthetic_v2,simulated; true spoil=0.26
4723,2026-06-04_PM,BANANA_30,banana,2026-06-04T18:00:00,3.5,room,74,26,98,5.0,35,3.9,472,30.2,58.3,fresh,synthetic_v2,simulated; true spoil=0.26
4724,2026-06-05_AM,BANANA_30,banana,2026-06-05T06:00:00,4.0,room,76,23,112,8.3,38,5.0,426,31.0,63.9,ripe,synthetic_v2,simulated; true spoil=0.32
4725,2026-06-05_PM,BANANA_30,banana,2026-06-05T18:00:00,4.5,room,75,26,114,8.2,42,5.4,462,31.4,66.2,ripe,synthetic_v2,simulated; true spoil=0.32
4726,2026-06-06_AM,BANANA_30,banana,2026-06-06T06:00:00,5.0,room,78,25,134,8.1,47,3.6,405,29.7,72.4,ripe,synthetic_v2,simulated; true spoil=0.38
4727,2026-06-06_PM,BANANA_30,banana,2026-06-06T18:00:00,5.5,room,76,27,118,6.1,50,4.3,446,29.8,66.5,ripe,synthetic_v2,simulated; true spoil=0.38
4728,2026-06-07_AM,BANANA_30,banana,2026-06-07T06:00:00,6.0,room,75,25,140,9.1,58,4.3,398,31.2,66.1,ripe,synthetic_v2,simulated; true spoil=0.44
4729,2026-06-07_PM,BANANA_30,banana,2026-06-07T18:00:00,6.5,room,76,26,146,6.6,59,7.1,420,31.6,64.1,ripe,synthetic_v2,simulated; true spoil=0.44
4730,2026-06-08_AM,BANANA_30,banana,2026-06-08T06:00:00,7.0,room,74,26,156,8.9,58,5.3,384,31.4,64.6,ripe,synthetic_v2,simulated; true spoil=0.49
4731,2026-06-08_PM,BANANA_30,banana,2026-06-08T18:00:00,7.5,room,72,28,159,10.2,64,4.9,376,32.8,64.7,ripe,synthetic_v2,simulated; true spoil=0.49
4732,2026-06-09_AM,BANANA_30,banana,2026-06-09T06:00:00,8.0,room,77,25,169,10.6,64,5.3,360,30.4,71.1,ripe,synthetic_v2,simulated; true spoil=0.53
4733,2026-06-09_PM,BANANA_30,banana,2026-06-09T18:00:00,8.5,room,80,29,172,8.4,65,6.6,367,32.2,61.6,ripe,synthetic_v2,simulated; true spoil=0.53
4734,2026-06-10_AM,BANANA_30,banana,2026-06-10T06:00:00,9.0,room,76,26,167,11.5,71,4.4,336,30.3,78.9,overripe,synthetic_v2,simulated; true spoil=0.57
4735,2026-06-10_PM,BANANA_30,banana,2026-06-10T18:00:00,9.5,room,75,27,173,10.0,71,4.8,325,31.4,68.4,overripe,synthetic_v2,simulated; true spoil=0.57
4736,2026-06-11_AM,BANANA_30,banana,2026-06-11T06:00:00,10.0,room,78,29,183,10.3,84,5.4,335,30.5,73.2,overripe,synthetic_v2,simulated; true spoil=0.61
4737,2026-06-11_PM,BANANA_30,banana,2026-06-11T18:00:00,10.5,room,72,28,174,9.4,87,5.8,311,34.4,76.7,overripe,synthetic_v2,simulated; true spoil=0.61
4738,2026-06-12_AM,BANANA_30,banana,2026-06-12T06:00:00,11.0,room,74,29,187,7.6,89,5.1,308,29.7,78.6,overripe,synthetic_v2,simulated; true spoil=0.64
4739,2026-06-12_PM,BANANA_30,banana,2026-06-12T18:00:00,11.5,room,78,29,197,10.6,86,4.6,316,30.4,65.5,overripe,synthetic_v2,simulated; true spoil=0.64
4740,2026-06-13_AM,BANANA_30,banana,2026-06-13T06:00:00,12.0,room,76,30,192,11.6,92,6.0,282,30.3,65.3,overripe,synthetic_v2,simulated; true spoil=0.68
4741,2026-06-13_PM,BANANA_30,banana,2026-06-13T18:00:00,12.5,room,76,29,199,11.0,98,6.9,308,34.5,69.4,overripe,synthetic_v2,simulated; true spoil=0.68
4742,2026-06-14_AM,BANANA_30,banana,2026-06-14T06:00:00,13.0,room,76,29,207,12.3,93,7.0,286,31.8,67.3,overripe,synthetic_v2,simulated; true spoil=0.70
4743,2026-06-14_PM,BANANA_30,banana,2026-06-14T18:00:00,13.5,room,71,29,197,12.6,99,7.0,302,31.4,65.6,overripe,synthetic_v2,simulated; true spoil=0.70
4744,2026-06-15_AM,BANANA_30,banana,2026-06-15T06:00:00,14.0,room,72,23,202,10.3,92,6.7,265,32.1,67.9,overripe,synthetic_v2,simulated; true spoil=0.73
4745,2026-06-15_PM,BANANA_30,banana,2026-06-15T18:00:00,14.5,room,77,25,209,11.3,93,6.4,274,31.5,78.3,overripe,synthetic_v2,simulated; true spoil=0.73
4746,2026-06-16_AM,BANANA_30,banana,2026-06-16T06:00:00,15.0,room,69,26,205,11.5,99,6.8,268,30.5,75.5,overripe,synthetic_v2,simulated; true spoil=0.75
4747,2026-06-16_PM,BANANA_30,banana,2026-06-16T18:00:00,15.5,room,74,29,209,11.5,102,6.8,262,31.2,67.5,overripe,synthetic_v2,simulated; true spoil=0.75
4748,2026-06-17_AM,BANANA_30,banana,2026-06-17T06:00:00,16.0,room,71,30,208,10.9,107,7.9,229,30.6,74.8,ripe,synthetic_v2,simulated; true spoil=0.78
4749,2026-06-17_PM,BANANA_30,banana,2026-06-17T18:00:00,16.5,room,70,26,212,11.5,103,7.5,234,31.7,70.6,ripe,synthetic_v2,simulated; true spoil=0.78
4750,2026-06-18_AM,BANANA_30,banana,2026-06-18T06:00:00,17.0,room,68,30,208,14.0,106,6.7,231,30.7,72.8,overripe,synthetic_v2,simulated; true spoil=0.80
4751,2026-06-18_PM,BANANA_30,banana,2026-06-18T18:00:00,17.5,room,74,25,217,12.3,102,5.3,246,30.5,66.7,overripe,synthetic_v2,simulated; true spoil=0.80
4752,2026-06-19_AM,BANANA_30,banana,2026-06-19T06:00:00,18.0,room,67,28,214,11.7,103,5.6,231,29.0,62.7,overripe,synthetic_v2,simulated; true spoil=0.81
4753,2026-06-19_PM,BANANA_30,banana,2026-06-19T18:00:00,18.5,room,68,23,216,12.8,109,7.8,210,32.2,69.4,overripe,synthetic_v2,simulated; true spoil=0.81
4754,2026-06-20_AM,BANANA_30,banana,2026-06-20T06:00:00,19.0,room,66,26,211,12.4,106,7.7,227,28.1,64.6,rotten,synthetic_v2,simulated; true spoil=0.83
4755,2026-06-20_PM,BANANA_30,banana,2026-06-20T18:00:00,19.5,room,72,26,229,14.6,109,8.0,218,32.6,69.2,rotten,synthetic_v2,simulated; true spoil=0.83
4756,2026-06-21_AM,BANANA_30,banana,2026-06-21T06:00:00,20.0,room,64,26,210,12.3,115,6.2,213,30.1,64.2,rotten,synthetic_v2,simulated; true spoil=0.84
4757,2026-06-21_PM,BANANA_30,banana,2026-06-21T18:00:00,20.5,room,63,28,221,12.6,118,7.8,223,31.5,69.1,rotten,synthetic_v2,simulated; true spoil=0.84
4758,2026-06-22_AM,BANANA_30,banana,2026-06-22T06:00:00,21.0,room,62,27,210,11.7,105,6.8,218,28.6,70.0,rotten,synthetic_v2,simulated; true spoil=0.86
4759,2026-06-22_PM,BANANA_30,banana,2026-06-22T18:00:00,21.5,room,63,25,216,11.0,112,8.8,214,30.8,61.7,rotten,synthetic_v2,simulated; true spoil=0.86
4760,2026-06-23_AM,BANANA_30,banana,2026-06-23T06:00:00,22.0,room,62,23,207,12.9,105,6.9,196,27.1,71.7,rotten,synthetic_v2,simulated; true spoil=0.87
4761,2026-06-23_PM,BANANA_30,banana,2026-06-23T18:00:00,22.5,room,65,23,220,13.6,108,7.6,210,27.7,74.2,rotten,synthetic_v2,simulated; true spoil=0.87
4762,2026-06-24_AM,BANANA_30,banana,2026-06-24T06:00:00,23.0,room,61,21,216,13.8,104,6.7,210,27.6,71.3,rotten,synthetic_v2,simulated; true spoil=0.88
4763,2026-06-24_PM,BANANA_30,banana,2026-06-24T18:00:00,23.5,room,61,22,217,13.1,110,7.1,189,28.7,74.8,rotten,synthetic_v2,simulated; true spoil=0.88
4764,2026-06-01_AM,TOMATO_01,tomato,2026-06-01T06:00:00,0.0,room,70,24,79,4.1,24,4.6,355,29.0,64.1,fresh,synthetic_v2,simulated; true spoil=0.08
4765,2026-06-01_PM,TOMATO_01,tomato,2026-06-01T18:00:00,0.5,room,68,25,76,4.5,26,4.3,351,28.9,63.0,fresh,synthetic_v2,simulated; true spoil=0.08
4766,2026-06-02_AM,TOMATO_01,tomato,2026-06-02T06:00:00,1.0,room,72,23,85,5.7,23,4.2,333,28.5,58.6,fresh,synthetic_v2,simulated; true spoil=0.14
4767,2026-06-02_PM,TOMATO_01,tomato,2026-06-02T18:00:00,1.5,room,72,27,89,4.5,34,3.7,371,28.6,53.5,fresh,synthetic_v2,simulated; true spoil=0.14
4768,2026-06-03_AM,TOMATO_01,tomato,2026-06-03T06:00:00,2.0,room,72,25,97,6.6,36,4.9,326,29.3,57.9,fresh,synthetic_v2,simulated; true spoil=0.20
4769,2026-06-03_PM,TOMATO_01,tomato,2026-06-03T18:00:00,2.5,room,75,31,96,5.4,41,4.7,357,30.4,57.2,fresh,synthetic_v2,simulated; true spoil=0.20
4770,2026-06-04_AM,TOMATO_01,tomato,2026-06-04T06:00:00,3.0,room,71,27,109,6.5,36,4.0,301,27.4,68.1,fresh,synthetic_v2,simulated; true spoil=0.25
4771,2026-06-04_PM,TOMATO_01,tomato,2026-06-04T18:00:00,3.5,room,77,24,114,6.9,36,4.6,296,29.5,63.3,fresh,synthetic_v2,simulated; true spoil=0.25
4772,2026-06-05_AM,TOMATO_01,tomato,2026-06-05T06:00:00,4.0,room,75,30,132,10.7,43,3.0,291,30.6,57.4,fresh,synthetic_v2,simulated; true spoil=0.30
4773,2026-06-05_PM,TOMATO_01,tomato,2026-06-05T18:00:00,4.5,room,76,26,131,6.3,44,4.1,324,29.9,65.9,fresh,synthetic_v2,simulated; true spoil=0.30
4774,2026-06-06_AM,TOMATO_01,tomato,2026-06-06T06:00:00,5.0,room,74,27,126,5.8,52,5.2,285,30.5,66.0,ripe,synthetic_v2,simulated; true spoil=0.35
4775,2026-06-06_PM,TOMATO_01,tomato,2026-06-06T18:00:00,5.5,room,76,29,147,10.7,50,4.3,272,28.9,59.8,ripe,synthetic_v2,simulated; true spoil=0.35
4776,2026-06-07_AM,TOMATO_01,tomato,2026-06-07T06:00:00,6.0,room,79,29,158,9.8,61,5.4,267,30.7,58.0,ripe,synthetic_v2,simulated; true spoil=0.39
4777,2026-06-07_PM,TOMATO_01,tomato,2026-06-07T18:00:00,6.5,room,76,28,156,8.1,64,4.8,260,31.6,64.6,ripe,synthetic_v2,simulated; true spoil=0.39
4778,2026-06-08_AM,TOMATO_01,tomato,2026-06-08T06:00:00,7.0,room,69,26,160,9.3,66,6.2,275,32.9,66.1,ripe,synthetic_v2,simulated; true spoil=0.43
4779,2026-06-08_PM,TOMATO_01,tomato,2026-06-08T18:00:00,7.5,room,71,24,159,8.0,60,5.5,269,31.9,64.3,ripe,synthetic_v2,simulated; true spoil=0.43
4780,2026-06-09_AM,TOMATO_01,tomato,2026-06-09T06:00:00,8.0,room,75,30,175,9.1,72,5.1,251,32.1,61.8,ripe,synthetic_v2,simulated; true spoil=0.47
4781,2026-06-09_PM,TOMATO_01,tomato,2026-06-09T18:00:00,8.5,room,79,26,177,10.3,74,6.5,245,32.3,62.7,ripe,synthetic_v2,simulated; true spoil=0.47
4782,2026-06-10_AM,TOMATO_01,tomato,2026-06-10T06:00:00,9.0,room,73,27,172,11.5,81,6.4,236,29.5,66.0,ripe,synthetic_v2,simulated; true spoil=0.51
4783,2026-06-10_PM,TOMATO_01,tomato,2026-06-10T18:00:00,9.5,room,77,25,189,10.6,78,6.5,238,33.1,69.0,ripe,synthetic_v2,simulated; true spoil=0.51
